UNIQUE,YEAR,DATECAPTURE,PLANID,ST,AREA,CARRIER,PLANNAME,METAL,PLANTYPE,PREMIC,PREMI27,PREMI50,PREMI2C30,PREMC2C30
,2023,10/17/22,88582NY0140001,NY,NY06,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Pediatric Dental DP FP",Platinum,2,,1628.45,1628.45,2768.37,4641.08
,2023,10/17/22,88582NY0140001,NY,NY07,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Pediatric Dental DP FP",Platinum,2,,1628.45,1628.45,2768.37,4641.08
,2023,10/17/22,88582NY0140001,NY,NY03,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Pediatric Dental DP FP",Platinum,2,,1629.15,1629.15,2769.56,4643.08
,2023,10/17/22,88582NY1810001,NY,NY08,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,511.14,511.14,868.94,1456.75
,2023,10/17/22,88582NY1810001,NY,NY03,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,538.71,538.71,915.81,1535.32
,2023,10/17/22,88582NY1810001,NY,NY04,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,449.33,449.33,763.86,1280.59
,2023,10/17/22,88582NY1810001,NY,NY01,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,538.48,538.48,915.42,1534.67
,2023,10/17/22,88582NY1810001,NY,NY07,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,538.48,538.48,915.42,1534.67
,2023,10/17/22,88582NY1810001,NY,NY06,EmblemHealth,"EmblemHealth, Catastrophic, ST, INN, Prime Network, Pediatric Dental DP FP",Catastrophic,2,,538.48,538.48,915.42,1534.67
,2023,10/17/22,88582NY0160001-06,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1080.53,1080.53,1836.9,3079.51
,2023,10/17/22,88582NY0160001-06,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.81,1138.81,1935.98,3245.61
,2023,10/17/22,88582NY0160001-06,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0160001-06,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0160001-06,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,949.86,949.86,1614.76,2707.1
,2023,10/17/22,88582NY0160001-06,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0200001,NY,NY04,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,731.72,731.72,1243.92,2085.4
,2023,10/17/22,88582NY0200001,NY,NY03,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,877.28,877.28,1491.38,2500.25
,2023,10/17/22,88582NY0200001,NY,NY08,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,832.38,832.38,1415.05,2372.28
,2023,10/17/22,88582NY0200001,NY,NY01,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0200001,NY,NY06,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0200001,NY,NY07,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0260001,NY,NY04,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1156.31,1156.31,1965.73,3295.48
,2023,10/17/22,88582NY0260001,NY,NY08,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1315.37,1315.37,2236.13,3748.8
,2023,10/17/22,88582NY0260001,NY,NY06,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1385.73,1385.73,2355.74,3949.33
,2023,10/17/22,88582NY0260001,NY,NY03,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1386.33,1386.33,2356.76,3951.04
,2023,10/17/22,88582NY0260001,NY,NY01,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1385.73,1385.73,2355.74,3949.33
,2023,10/17/22,88582NY0260001,NY,NY07,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network,  Pediatric Dental DP FP Dep 29",Gold,2,,1385.73,1385.73,2355.74,3949.33
,2023,10/17/22,88582NY0970001,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,391.34,,,,
,2023,10/17/22,88582NY0970001,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,445.18,,,,
,2023,10/17/22,88582NY0970001,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,469.19,,,,
,2023,10/17/22,88582NY0970001,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0970001,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0970001,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0960001,NY,NY04,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,292.69,,,,
,2023,10/17/22,88582NY0960001,NY,NY08,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,332.95,,,,
,2023,10/17/22,88582NY0960001,NY,NY01,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY0960001,NY,NY06,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY1090001,NY,NY04,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1399.61,1399.61,2379.34,3988.89
,2023,10/17/22,88582NY0960001,NY,NY03,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.91,,,,
,2023,10/17/22,88582NY1090001,NY,NY03,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1678.02,1678.02,2852.63,4782.36
,2023,10/17/22,88582NY1090001,NY,NY01,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY1090001,NY,NY06,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY1090001,NY,NY08,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1592.14,1592.14,2706.64,4537.6
,2023,10/17/22,88582NY1120001,NY,NY04,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,559.84,,,,
,2023,10/17/22,88582NY1120001,NY,NY08,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,636.86,,,,
,2023,10/17/22,88582NY1120001,NY,NY03,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,671.21,,,,
,2023,10/17/22,88582NY0960001,NY,NY07,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY1120001,NY,NY06,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,670.92,,,,
,2023,10/17/22,88582NY1120001,NY,NY07,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,670.92,,,,
,2023,10/17/22,88582NY1120001,NY,NY01,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Platinum,2,670.92,,,,
,2023,10/17/22,88582NY1090001,NY,NY07,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY0230001-05,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.47,1172.47,1993.2,3341.54
,2023,10/17/22,88582NY0230001-05,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.47,1172.47,1993.2,3341.54
,2023,10/17/22,88582NY0230001-05,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.47,1172.47,1993.2,3341.54
,2023,10/17/22,88582NY0230001-05,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.97,1172.97,1994.05,3342.96
,2023,10/17/22,88582NY0230001-05,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,978.36,978.36,1663.21,2788.33
,2023,10/17/22,88582NY0230001-05,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1112.95,1112.95,1892.02,3171.91
,2023,10/17/22,88582NY0240001,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,391.34,,,,
,2023,10/17/22,88582NY0240001,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,469.19,,,,
,2023,10/17/22,88582NY0240001,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,445.18,,,,
,2023,10/17/22,88582NY0240001,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0240001,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0240001,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Silver,2,468.99,,,,
,2023,10/17/22,88582NY0150001,NY,NY08,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1277.06,1277.06,2171,3639.62
,2023,10/17/22,88582NY0150001,NY,NY03,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.95,1345.95,2288.12,3835.96
,2023,10/17/22,88582NY0150001,NY,NY06,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY0150001,NY,NY01,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY0150001,NY,NY07,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY0150001,NY,NY04,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1122.63,1122.63,1908.47,3199.5
,2023,10/17/22,88582NY1140001,NY,NY04,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1122.63,1122.63,1908.47,3199.5
,2023,10/17/22,88582NY1140001,NY,NY08,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1277.06,1277.06,2171,3639.62
,2023,10/17/22,88582NY1140001,NY,NY01,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY1140001,NY,NY03,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.95,1345.95,2288.12,3835.96
,2023,10/17/22,88582NY1140001,NY,NY06,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY1140001,NY,NY07,EmblemHealth,"EmblemHealth, Gold, ST, INN, Prime Network, , Pediatric Dental DP FP",Gold,2,,1345.37,1345.37,2287.13,3834.3
,2023,10/17/22,88582NY0370001,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,949.86,949.86,1614.76,2707.1
,2023,10/17/22,88582NY0370001,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1080.53,1080.53,1836.9,3079.51
,2023,10/17/22,88582NY0370001,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0370001,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0370001,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0370001,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.81,1138.81,1935.98,3245.61
,2023,10/17/22,88582NY0160001,NY,NY04,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,949.86,949.86,1614.76,2707.1
,2023,10/17/22,88582NY0160001,NY,NY08,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1080.53,1080.53,1836.9,3079.51
,2023,10/17/22,88582NY0160001,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.81,1138.81,1935.98,3245.61
,2023,10/17/22,88582NY0160001,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0160001,NY,NY06,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0160001,NY,NY07,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network, Pediatric Dental DP FP",Silver,2,,1138.32,1138.32,1935.14,3244.21
,2023,10/17/22,88582NY0210001,NY,NY04,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,292.69,,,,
,2023,10/17/22,88582NY0210001,NY,NY08,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,332.95,,,,
,2023,10/17/22,88582NY0210001,NY,NY03,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.91,,,,
,2023,10/17/22,88582NY0210001,NY,NY01,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY0210001,NY,NY06,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY0210001,NY,NY07,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network, Child Only, Pediatric Dental DP FP",Bronze,2,350.76,,,,
,2023,10/17/22,88582NY0290001,NY,NY04,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1399.61,1399.61,2379.34,3988.89
,2023,10/17/22,88582NY0290001,NY,NY03,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1678.02,1678.02,2852.63,4782.36
,2023,10/17/22,88582NY0290001,NY,NY01,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY0290001,NY,NY06,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY0290001,NY,NY08,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1592.14,1592.14,2706.64,4537.6
,2023,10/17/22,88582NY0290001,NY,NY07,EmblemHealth,"EmblemHealth, Platinum, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Platinum,2,,1677.3,1677.3,2851.41,4780.31
,2023,10/17/22,88582NY0360001,NY,NY04,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,731.72,731.72,1243.92,2085.4
,2023,10/17/22,88582NY0360001,NY,NY03,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,877.28,877.28,1491.38,2500.25
,2023,10/17/22,88582NY0360001,NY,NY08,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,832.38,832.38,1415.05,2372.28
,2023,10/17/22,88582NY0360001,NY,NY01,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0360001,NY,NY06,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0360001,NY,NY07,EmblemHealth,"EmblemHealth, Bronze  ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Bronze,2,,876.9,876.9,1490.73,2499.17
,2023,10/17/22,88582NY0380001,NY,NY03,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.97,1172.97,1994.05,3342.96
,2023,10/17/22,88582NY0380001,NY,NY01,EmblemHealth,"EmblemHealth, Silver, ST, INN, Prime Network Pediatric Dental DP FP Dep 29",Silver,2,,1172.47,1172.47,1993.2,3341.54
